Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,sax,as,group
P608,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,5,Group: 2
P213,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,1,Group: 2
P276,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P235,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,1,Group: 2
P655,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P346,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,1,Group: 2
P226,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P724,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P274,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,1,Group: 2
P719,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P774,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P667,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P722,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P381,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P643,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P352,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,1,Group: 2
P669,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P471,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P260,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P459,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,1,Group: 2
P730,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P215,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P685,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P464,[0|1],[0|1],[0|0],[0|1],[0|1],[0|0],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|1],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|1],[0|3],[0|2],[0|1],aaaaaa,0,Group: 2
P670,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,2,Group: 3
P749,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,1,Group: 3
P272,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P236,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P578,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P650,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P720,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P237,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P665,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P740,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,1,Group: 3
P694,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P424,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,1,Group: 3
P717,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P223,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P457,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P441,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P697,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,2,Group: 3
P656,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P447,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,3,Group: 3
P652,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P241,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P273,[0|1],[0|0],[0|1],[0|3],[0|1],[0|1],[0|1],[0|1],[0|1],[0|0],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|3],[0|2],[0|0],[0|2],[0|2],[0|3],[0|2],[0|3],[0|3],[0|1],[0|1],[0|1],[0|2],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|1],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|2],[0|2],[0|2],[0|2],[0|2],[0|3],[0|1],[0|4],aaaaaa,0,Group: 3
P736,[0|1],[0|3],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|4],[0|1],[0|1],[0|3],[0|2],[0|2],[0|2],[0|3],[0|3],[0|1],[0|1],[0|5],[0|3],[0|2],[0|3],[0|1],[0|2],[0|3],[0|1],[0|2],[0|3],[0|1],[0|1],[0|3],[0|3],[0|1],[0|1],[0|2],[0|4],[0|2],[0|2],[0|3],[0|2],aaaaaa,6,Group: 4
P479,[0|1],[0|3],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|4],[0|1],[0|1],[0|3],[0|2],[0|2],[0|2],[0|3],[0|3],[0|1],[0|1],[0|5],[0|3],[0|2],[0|3],[0|1],[0|2],[0|3],[0|1],[0|2],[0|3],[0|1],[0|1],[0|3],[0|3],[0|1],[0|1],[0|2],[0|4],[0|2],[0|2],[0|3],[0|2],aaaaaa,4,Group: 4
P728,[0|1],[0|3],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|4],[0|1],[0|1],[0|3],[0|2],[0|2],[0|2],[0|3],[0|3],[0|1],[0|1],[0|5],[0|3],[0|2],[0|3],[0|1],[0|2],[0|3],[0|1],[0|2],[0|3],[0|1],[0|1],[0|3],[0|3],[0|1],[0|1],[0|2],[0|4],[0|2],[0|2],[0|3],[0|2],aaaaaa,4,Group: 4
P733,[0|1],[0|3],[0|1],[0|1],[0|2],[0|2],[0|1],[0|2],[0|1],[0|0],[0|2],[0|1],[0|2],[0|2],[0|2],[0|1],[0|1],[0|1],[0|4],[0|1],[0|1],[0|3],[0|2],[0|2],[0|2],[0|3],[0|3],[0|1],[0|1],[0|5],[0|3],[0|2],[0|3],[0|1],[0|2],[0|3],[0|1],[0|2],[0|3],[0|1],[0|1],[0|3],[0|3],[0|1],[0|1],[0|2],[0|4],[0|2],[0|2],[0|3],[0|2],aaaaaa,3,Group: 4
